"sim17_repl1_input","sim17_repl1_high","sim17_repl1_med","sim17_repl1_low","sim17_repl2_input","sim17_repl2_high","sim17_repl2_med","sim17_repl2_low"
39,38,22,9,9,8,6,1
1,2,3,6,20,18,14,60
0,0,0,0,36,39,47,33
8,9,6,8,8,10,13,5
7,8,5,8,0,0,0,0
10,9,12,8,0,0,0,0
4,4,2,5,14,18,25,15
8,14,8,1,21,9,31,23
11,8,13,3,10,15,9,21
57,49,54,26,4,10,2,1
7,9,5,4,9,6,6,0
6,9,7,4,5,6,5,3
0,0,0,0,5,12,8,24
9,3,8,0,2,3,3,3
41,38,57,28,0,0,0,0
11,17,18,11,147,143,130,105
1,0,0,1,3,5,2,1
2,1,1,1,13,10,10,19
14,13,12,10,0,0,0,0
26,36,19,10,8,12,9,9
34,47,40,38,15,7,14,4
0,0,0,0,6,6,11,2
4,11,6,0,0,0,0,0
6,2,3,13,5,6,3,7
0,2,0,1,62,74,67,132
25,48,20,49,15,15,12,3
0,0,0,0,4,2,2,3
3,5,1,4,6,1,2,3
52,67,54,169,0,1,2,0
1,4,1,0,60,75,62,55
57,78,51,11,1,1,0,2
25,35,23,1,1,5,3,2
1,0,2,0,8,5,4,2
4,3,1,1,3,5,4,21
10,2,9,8,6,11,7,2
0,0,0,0,0,0,2,0
62,50,65,50,9,6,10,5
1,2,4,0,16,12,24,10
2,1,0,1,0,0,1,1
35,38,36,106,18,16,16,8
6,9,6,5,0,0,0,0
0,5,8,0,7,9,4,8
16,10,22,3,6,5,8,4
0,0,0,0,6,7,9,7
9,3,7,13,15,22,22,16
13,14,15,10,0,1,4,6
0,0,0,0,1,2,4,2
13,8,19,5,0,0,0,0
11,15,12,12,13,10,5,17
38,29,36,57,3,4,4,1
21,20,27,13,5,4,5,2
2,2,1,1,2,11,1,0
12,7,17,0,10,13,9,1
49,52,62,100,3,5,2,3
0,0,0,0,38,35,30,8
11,12,6,14,30,15,22,17
10,6,13,11,84,84,53,147
13,26,21,8,6,7,10,0
0,0,0,0,8,8,3,11
4,6,2,0,27,23,19,46
0,2,1,0,4,8,6,6
10,9,6,11,6,8,8,0
25,22,25,6,5,3,7,3
46,36,77,17,4,2,3,2
22,32,31,34,3,4,1,0
0,0,0,0,0,0,0,0
6,1,2,5,28,18,23,5
23,18,26,16,18,14,21,9
32,32,37,12,16,8,17,11
12,10,5,9,41,36,65,27
0,0,0,0,20,20,23,57
0,0,0,1,4,5,1,0
8,3,1,5,63,56,53,53
43,57,46,39,0,0,0,0
13,21,19,1,0,1,0,1
52,67,45,77,10,17,14,28
59,73,53,46,53,40,49,29
1,2,3,5,6,10,2,0
33,20,26,12,1,3,1,0
0,0,0,0,2,3,2,1
2,2,6,1,9,11,13,15
0,0,0,0,0,0,0,0
4,2,3,2,11,7,12,29
10,4,6,3,25,21,19,10
47,38,32,12,36,42,40,78
0,0,1,0,7,9,14,17
11,27,6,12,30,33,34,5
0,0,0,0,11,7,9,5
21,21,16,10,16,8,16,15
6,2,1,0,11,21,13,5
74,88,75,31,2,3,5,11
2,7,5,2,5,1,3,0
3,5,6,5,1,3,5,4
12,13,14,1,18,7,9,25
17,11,10,1,47,46,63,9
0,0,0,0,13,7,13,2
37,37,30,0,38,33,33,31
40,28,44,24,16,18,17,5
12,9,11,4,0,0,0,0
22,26,27,24,0,0,0,0
3,6,7,14,0,0,0,0
2,0,2,2,113,112,110,118
31,25,26,95,4,6,2,3
1,4,2,0,39,28,30,4
0,3,1,0,33,58,45,0
4,5,1,3,19,14,21,10
2,7,3,1,3,8,3,7
7,11,13,9,27,22,21,4
34,19,27,13,0,0,0,0
16,12,11,7,16,8,16,21
9,14,12,7,0,0,0,0
35,25,26,15,11,10,8,11
26,30,27,5,1,3,1,2
8,7,6,13,2,5,3,2
17,8,1,21,3,1,1,1
2,5,2,6,4,2,4,1
50,58,49,5,54,50,64,71
4,9,3,1,8,7,5,8
8,9,9,24,0,0,0,0
0,2,1,1,28,22,27,35
12,26,14,14,26,27,23,12
0,0,0,0,147,86,131,32
94,84,81,76,36,43,39,19
0,0,3,2,35,42,32,77
17,19,17,31,19,15,15,41
26,19,28,3,50,62,73,243
15,12,10,3,15,25,17,10
1,1,3,2,46,53,41,134
0,0,0,0,0,0,0,0
9,8,7,0,79,94,57,27
8,15,13,0,0,1,2,1
0,0,2,1,15,11,11,26
2,0,0,2,8,11,8,26
0,0,0,0,12,5,4,14
43,51,67,48,5,5,2,5
4,3,3,1,0,0,1,2
5,6,7,12,5,7,3,3
8,6,10,1,18,13,33,16
0,0,0,0,0,1,1,1
38,30,32,25,38,30,48,2
11,5,5,2,2,0,2,1
1,1,1,2,0,0,0,0
6,8,10,26,0,0,0,0
0,0,0,0,8,7,16,9
0,0,0,0,0,0,0,0
17,17,13,9,7,5,10,6
23,22,26,4,12,11,6,1
1,1,0,1,0,0,0,0
0,0,0,0,48,46,55,23
30,35,27,5,7,9,15,2
13,10,16,0,36,36,22,18
1,3,2,3,0,0,0,0
0,0,0,0,47,62,61,49
2,2,2,0,10,7,7,2
0,0,0,0,8,9,4,2
14,16,27,9,0,0,0,0
0,0,0,0,0,0,0,0
72,50,67,19,2,13,4,5
0,0,0,0,2,4,1,0
3,3,2,0,1,0,0,2
7,12,4,4,1,0,1,1
0,0,0,0,31,34,29,7
8,13,12,13,2,0,4,0
7,4,7,13,5,6,6,8
9,11,7,1,0,0,0,0
0,0,0,0,0,0,0,0
21,21,21,17,16,21,23,6
7,5,8,3,60,47,51,211
0,0,0,0,34,46,40,52
7,9,7,25,0,0,0,0
24,20,26,39,22,13,28,21
4,6,6,2,22,10,15,2
27,23,25,20,9,7,8,2
1,0,2,1,11,10,11,29
2,4,4,2,1,0,1,0
0,1,1,0,4,4,8,6
2,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
68,90,66,58,10,11,12,2
0,2,0,0,5,3,1,5
100,82,92,30,1,3,3,0
9,7,13,13,18,6,11,45
1,1,0,1,3,1,0,0
0,0,0,0,16,20,15,0
1,1,5,0,34,25,30,159
4,5,9,6,42,43,28,6
6,11,7,1,29,23,31,27
102,107,111,292,0,0,0,0
0,0,1,0,6,18,6,12
0,2,2,1,12,6,7,8
0,0,0,0,26,35,24,31
33,35,39,147,6,5,3,5
4,10,10,7,0,0,0,0
23,20,15,17,0,0,0,0
65,47,57,39,11,9,4,4
7,5,3,8,4,3,3,0
5,5,5,3,31,16,37,17
2,4,3,10,7,27,12,12
0,0,0,0,4,7,3,1
79,94,89,56,3,8,7,3
0,0,0,0,15,15,25,33
0,1,1,0,67,74,94,5
8,8,11,19,0,0,0,0
55,55,39,23,1,3,5,2
2,1,6,0,8,17,18,8
2,0,1,2,27,25,19,22
15,14,21,24,2,3,0,0
23,27,19,26,24,18,32,18
0,0,0,0,10,8,11,24
0,0,0,0,15,9,17,7
13,9,8,8,19,10,26,10
11,9,9,0,25,32,29,16
0,0,0,0,1,2,0,4
1,0,3,1,5,4,3,2
8,5,8,9,0,0,0,0
9,16,17,23,0,0,0,0
10,4,8,13,23,18,17,23
25,22,24,3,22,22,18,10
38,39,54,25,111,111,117,64
8,5,5,14,2,4,12,7
0,0,0,0,19,19,16,25
49,41,58,35,21,20,21,4
46,52,23,4,38,49,40,14
0,5,5,0,14,12,12,10
15,11,20,6,0,0,1,0
28,38,20,9,5,6,11,19
3,1,2,0,2,6,6,11
1,0,0,1,6,5,7,0
0,0,0,0,35,33,34,32
5,8,4,9,1,1,0,0
0,2,1,1,40,49,51,46
7,7,6,0,0,0,0,0
0,0,0,0,4,8,8,19
6,6,8,8,74,70,79,196
55,36,66,51,0,0,0,0
55,45,48,6,19,23,23,39
15,23,17,15,46,34,42,109
8,12,5,7,1,0,1,0
0,0,0,1,16,14,8,6
25,28,28,11,32,23,24,2
2,7,1,2,0,0,0,0
94,87,62,21,27,20,19,16
13,11,18,15,16,11,13,7
56,55,29,61,9,14,8,8
8,12,18,10,0,0,0,0
17,20,10,20,8,5,5,16
5,3,8,5,25,18,29,27
1,0,1,0,43,48,41,20
51,45,42,34,9,12,7,4
0,0,0,0,26,25,23,43
14,5,7,10,8,9,7,5
81,103,70,96,0,0,0,0
0,0,0,0,0,0,1,0
2,4,5,2,34,46,51,4
79,58,76,39,12,20,21,10
4,6,7,3,1,1,2,1
4,7,4,17,12,14,8,20
25,21,21,13,0,0,0,0
18,32,18,6,6,8,5,0
29,26,25,67,9,8,15,2
11,5,12,34,0,0,0,0
0,0,0,0,58,50,66,14
9,4,11,4,0,0,0,0
0,0,0,1,9,8,6,8
44,51,44,104,1,0,1,0
1,0,3,1,0,0,0,0
43,53,50,81,51,53,59,21
40,38,38,40,31,21,26,31
14,8,12,32,9,16,11,48
1,0,1,0,1,1,0,0
8,8,5,5,9,10,7,7
6,5,3,4,5,4,5,8
27,21,28,14,14,12,14,5
9,12,3,13,10,19,8,15
1,2,0,4,3,8,13,23
60,54,46,18,9,13,7,7
0,0,1,0,3,7,5,10
1,2,0,0,0,1,2,1
0,0,0,3,25,13,22,17
0,0,0,0,3,4,3,1
0,3,3,0,1,1,0,0
2,7,4,2,18,19,12,19
5,8,6,4,2,1,2,0
20,23,27,18,0,0,1,1
16,23,26,22,8,6,11,9
10,12,3,12,2,1,1,1
13,15,13,2,7,7,4,8
36,50,45,38,16,31,21,42
0,1,0,1,43,57,33,110
0,0,0,0,44,47,36,37
0,0,0,0,0,0,1,0
1,0,0,0,1,0,1,2
16,15,12,7,2,1,2,13
10,10,10,26,0,0,0,0
2,5,3,2,8,6,7,4
15,14,14,33,24,18,28,18
13,15,13,4,10,14,9,4
75,59,78,86,30,27,23,6
43,55,33,43,23,14,26,14
13,11,16,16,4,2,8,0
5,4,6,3,40,29,34,127
0,0,0,1,20,30,23,67
0,0,0,0,4,1,2,6
9,11,15,30,4,2,3,2
1,2,1,1,53,59,45,66
10,20,24,19,4,1,5,1
1,0,0,1,6,11,4,1
14,14,4,4,21,12,23,22
39,44,36,32,16,17,15,5
7,6,11,4,0,0,0,0
0,2,5,3,4,7,8,12
13,13,13,7,3,1,4,3
39,40,39,46,3,4,2,7
0,1,2,2,1,2,0,1
1,1,2,0,11,4,2,8
28,23,19,42,3,6,2,9
10,13,7,5,20,16,9,45
15,15,12,28,167,149,142,122
3,1,3,0,18,13,12,3
23,24,34,21,9,10,9,4
33,25,36,56,1,8,3,3
7,6,4,9,6,9,5,1
2,5,3,4,42,55,29,4
7,9,5,38,2,2,3,4
19,33,28,72,5,4,3,2
14,6,7,5,7,14,6,5
13,11,12,3,4,4,7,5
74,73,70,12,0,0,0,0
2,2,1,2,7,3,10,7
0,2,5,1,28,36,29,9
0,0,0,0,0,0,0,0
39,51,32,37,46,56,44,22
8,2,13,2,4,6,5,1
0,0,0,0,16,33,29,41
13,12,13,27,22,30,26,11
10,8,10,26,19,13,26,18
14,15,9,14,15,14,10,14
0,0,0,0,48,35,51,36
2,3,2,1,57,55,52,65
34,32,34,20,10,14,12,5
1,3,1,6,81,67,78,94
7,8,3,3,3,7,8,2
1,4,4,4,2,6,6,3
11,14,8,12,28,42,20,35
2,1,6,2,0,2,0,1
51,54,59,93,52,43,62,77
1,0,0,0,26,28,30,25
3,0,1,0,0,0,1,0
4,9,9,2,3,0,1,0
0,0,0,0,1,1,2,5
4,3,3,2,21,21,13,26
0,0,0,0,38,38,43,76
23,30,26,34,19,34,27,40
13,5,7,7,10,4,9,6
11,13,10,6,28,25,36,60
13,18,22,4,2,0,1,0
0,1,2,4,7,1,4,3
20,16,16,1,0,0,0,0
108,101,115,230,10,7,14,16
56,57,57,18,19,14,21,35
7,9,7,5,0,0,0,0
77,67,78,57,4,9,2,0
12,9,7,25,18,20,22,55
10,16,19,4,14,15,14,23
26,21,29,5,19,10,19,15
26,19,28,53,11,16,10,18
0,0,0,0,5,5,7,5
2,3,3,1,17,15,24,8
0,0,0,0,0,0,0,0
1,1,2,1,58,51,74,51
0,0,0,0,11,12,8,4
9,8,8,7,13,10,8,6
28,37,26,28,0,0,0,0
0,0,0,0,4,4,1,5
40,24,50,10,2,2,1,2
6,10,7,7,0,0,0,0
1,5,0,3,24,16,22,9
3,1,2,4,13,19,15,14
2,0,2,5,128,95,121,185
12,11,15,13,6,6,11,1
1,1,0,0,7,17,8,3
4,4,9,9,7,6,6,7
5,5,10,4,21,16,36,14
3,3,2,0,0,0,0,0
39,29,22,25,6,9,6,1
5,1,4,6,3,4,6,22
14,16,12,3,3,10,8,1
2,6,2,2,28,15,20,27
2,2,2,1,12,8,4,12
1,1,0,0,52,43,52,31
5,3,2,2,44,26,29,16
0,0,0,0,89,98,97,41
21,26,27,5,17,10,15,40
8,20,9,5,2,9,4,3
0,2,0,2,1,1,0,2
1,1,2,5,3,2,2,7
0,1,0,1,0,0,0,0
1,1,1,2,29,22,21,11
0,0,0,0,20,17,20,7
1,1,1,2,3,5,8,1
0,0,0,0,0,0,1,0
16,15,11,22,25,19,19,72
35,57,43,103,58,53,53,85
3,1,3,1,11,13,8,1
14,14,12,27,0,1,1,1
41,45,61,157,12,15,5,2
3,1,4,0,10,2,6,5
2,2,1,0,65,65,60,27
41,57,44,20,22,32,21,8
12,9,12,8,11,7,4,8
26,46,12,5,12,14,15,8
9,12,7,4,0,0,0,0
1,2,1,0,10,13,2,52
2,3,5,12,1,4,3,1
12,9,7,5,29,29,21,39
14,16,9,35,0,0,0,0
0,0,1,1,3,3,0,2
5,6,7,4,10,12,11,16
43,39,40,71,10,10,15,19
27,36,23,17,14,22,24,2
36,34,33,15,11,13,16,18
11,16,16,6,8,6,7,12
26,18,26,66,4,10,3,4
21,23,21,44,22,20,37,34
0,0,1,1,59,45,49,26
6,0,2,1,50,45,74,70
11,11,6,4,77,77,68,38
3,7,2,0,15,16,20,31
1,0,2,2,8,10,7,6
24,19,25,6,69,78,57,5
14,10,6,25,15,23,18,26
0,0,0,0,16,19,17,10
4,6,0,3,52,43,40,66
0,0,0,0,19,22,27,11
3,10,9,3,1,0,2,1
30,23,42,25,24,20,23,23
2,2,3,2,2,1,1,3
0,0,0,0,31,30,34,52
41,39,36,24,1,1,0,2
8,5,14,9,5,5,5,7
0,0,0,0,8,3,4,14
29,32,33,20,33,35,34,14
17,14,19,8,17,19,11,11
1,0,2,0,0,0,1,0
25,26,23,35,4,11,8,12
10,11,15,3,44,45,45,56
28,23,24,36,0,0,0,0
29,43,33,61,1,2,1,1
0,0,0,0,24,16,24,15
48,42,39,48,10,11,6,10
1,2,2,0,59,70,48,9
11,10,12,8,14,18,13,1
40,50,21,1,7,9,10,2
25,24,25,24,56,53,42,69
9,10,5,10,6,6,3,7
13,11,8,14,4,0,2,1
0,0,0,0,40,54,44,99
4,7,13,5,5,2,3,2
0,0,0,0,11,20,17,13
24,29,25,24,14,31,28,14
16,13,18,5,2,0,2,1
2,4,5,1,6,3,4,2
0,5,1,2,54,58,48,12
4,0,1,0,0,0,0,0
5,1,3,4,0,0,0,0
10,6,11,7,5,4,12,16
0,0,0,0,2,8,2,0
23,14,21,31,2,1,2,2
6,11,5,10,21,23,21,28
0,0,0,0,0,0,0,0
0,0,3,2,79,78,64,67
0,0,0,0,8,11,10,0
37,25,28,31,10,4,3,1
22,20,27,25,46,34,39,33
31,22,24,24,34,37,65,7
11,7,8,9,24,24,17,12
11,7,15,6,0,1,3,10
8,13,6,21,10,7,10,7
18,8,17,0,55,53,43,31
1,1,0,5,6,6,5,15
11,9,11,4,0,1,0,2
3,7,5,3,0,0,0,0
0,0,0,0,9,8,14,4
0,0,0,0,0,0,0,0
0,1,0,0,29,47,30,43
41,41,48,54,10,16,22,18
12,7,13,5,0,0,0,0
3,2,1,2,8,14,12,2
56,59,60,113,12,13,17,28
18,31,25,15,2,2,2,0
0,0,0,0,33,25,28,26
0,0,0,0,4,8,4,2
0,3,3,2,7,10,18,16
17,8,6,2,0,0,0,0
13,6,7,21,0,0,0,0
2,2,2,6,34,26,45,36
8,7,8,19,15,17,6,29
25,20,30,14,0,0,0,0
3,3,2,2,67,77,84,77
10,28,21,16,14,14,23,18
9,5,13,9,14,18,16,1
9,7,15,26,0,0,0,0
5,4,5,1,37,47,48,21
0,0,0,0,65,58,47,138
23,17,30,8,0,0,0,0
65,52,68,97,26,36,37,55
13,12,8,2,38,40,27,54
14,14,9,15,23,19,18,40
61,62,68,11,7,6,9,3
0,0,0,0,62,68,46,32
0,1,0,1,123,155,114,169
11,14,9,5,8,10,7,0
0,0,0,0,16,10,15,33
0,0,0,3,4,8,6,0
37,36,54,35,6,6,9,2
0,1,0,0,2,0,6,3
33,26,31,6,13,16,20,7
3,0,3,0,0,0,0,0
20,18,26,17,26,16,20,74
3,1,6,12,11,34,14,11
11,15,13,27,0,0,0,0
2,1,0,0,4,4,5,9
0,0,0,0,3,4,7,5
21,27,13,53,4,5,7,13
12,18,26,6,11,6,7,9
46,60,50,76,6,6,9,2
14,9,20,5,46,34,39,17
3,5,5,17,1,1,3,1
3,3,3,8,1,3,1,3
68,51,53,35,0,0,1,0
9,16,20,21,1,2,7,0
43,28,43,40,1,4,3,1
31,44,36,108,16,11,20,12
2,1,0,0,0,0,0,0
30,32,33,9,0,0,0,1
35,36,36,57,36,40,31,26
50,44,53,12,2,5,7,1
69,57,72,20,16,27,18,14
0,0,0,0,28,28,30,52
0,0,0,0,14,7,10,8
0,2,5,0,48,64,51,38
12,9,11,10,24,24,21,16
0,0,0,0,10,14,11,30
0,0,0,0,51,37,31,174
10,8,7,2,11,18,11,3
7,8,12,3,37,39,48,70
11,9,5,1,0,0,0,0
2,2,0,1,32,24,27,11
0,0,0,0,3,4,5,0
0,0,0,0,5,2,2,1
29,19,24,15,3,2,4,2
11,10,13,14,9,5,5,2
0,0,0,0,12,23,20,22
1,4,6,3,0,1,1,1
0,0,0,0,1,0,0,1
10,12,11,27,1,0,3,0
66,47,56,97,24,33,21,28
5,1,2,3,0,0,0,0
8,14,8,11,7,2,4,9
16,12,10,15,100,85,64,194
22,21,17,28,21,15,18,17
51,60,67,41,0,0,0,0
0,1,0,0,20,28,16,58
41,37,21,59,2,1,3,2
2,2,6,1,0,0,1,2
0,0,0,0,18,9,24,38
36,41,30,103,0,0,2,0
9,7,13,33,9,2,7,1
17,20,19,20,0,0,0,0
32,36,27,57,0,1,0,2
23,34,29,44,16,13,12,19
24,23,18,8,2,5,6,5
12,11,10,13,6,8,10,15
9,14,4,13,10,25,17,38
0,0,0,0,5,5,1,0
0,0,0,0,20,15,13,1
10,4,14,16,0,0,0,0
2,2,1,0,5,0,3,4
27,27,30,83,0,0,0,0
27,34,20,29,11,6,6,4
0,0,0,0,18,8,14,5
9,12,8,11,0,0,0,0
0,0,0,0,60,48,49,81
0,0,0,0,18,12,18,29
0,0,2,1,2,0,0,1
34,24,21,2,13,13,15,4
90,104,61,49,0,1,0,0
27,50,32,5,18,29,23,17
1,1,0,0,18,14,3,6
22,39,26,60,8,5,9,8
0,1,0,0,3,4,0,0
17,18,24,54,0,0,0,0
36,56,34,6,55,38,65,38
0,0,0,0,0,0,0,0
4,7,4,13,4,5,2,2
30,24,26,19,6,9,7,1
2,0,0,2,2,6,5,10
0,0,0,0,0,0,0,0
0,0,0,0,115,100,110,250
30,24,25,30,1,5,5,1
3,0,1,0,3,1,1,5
13,7,13,13,12,12,9,0
0,0,0,0,17,14,21,13
11,19,13,6,16,20,17,15
6,5,5,0,1,1,3,2
11,9,5,19,37,29,29,134
0,0,0,0,0,0,0,0
37,34,28,55,8,7,6,5
19,19,28,12,39,48,38,21
5,6,3,5,4,4,2,5
4,3,1,2,28,27,40,27
30,21,31,21,41,45,38,89
6,8,14,3,0,0,0,0
23,16,11,16,0,0,0,0
16,8,9,21,8,10,6,1
12,14,6,8,20,23,21,28
18,18,18,18,9,11,7,3
16,9,13,6,1,0,3,0
5,8,5,0,0,1,1,0
14,14,16,1,0,0,0,0
11,11,11,10,4,7,4,2
0,0,0,0,1,1,1,2
0,0,1,0,0,2,1,2
10,12,17,28,1,0,3,2
7,8,5,4,11,21,9,17
3,0,2,0,45,54,48,34
12,10,9,8,0,0,0,0
1,1,2,0,68,80,66,63
0,0,0,0,10,14,13,10
35,30,35,25,6,11,8,26
14,22,18,23,0,0,0,0
0,0,0,0,0,0,0,0
10,19,6,8,41,24,42,15
0,0,0,0,31,47,37,34
1,0,0,2,2,4,3,3
10,5,4,4,12,16,8,13
17,8,7,3,21,12,10,41
27,24,23,21,1,4,4,2
4,2,2,6,8,13,13,46
0,0,0,0,17,25,17,4
1,2,2,0,1,0,1,0
8,8,9,1,33,35,34,47
19,12,17,17,99,114,75,75
3,5,5,15,53,41,87,109
29,20,30,20,44,47,44,25
2,0,0,0,0,0,0,0
12,12,17,19,30,23,25,65
92,94,99,36,17,9,9,12
4,7,4,4,6,6,1,10
5,3,3,2,59,68,55,93
6,4,5,2,6,10,5,15
0,0,0,0,1,2,0,1
36,20,31,18,6,3,8,1
0,0,1,1,1,0,1,2
12,10,6,0,0,0,0,0
35,24,23,29,0,0,0,0
3,5,2,2,15,16,22,27
17,9,21,20,19,25,14,18
7,6,6,3,9,3,11,6
0,0,0,0,0,0,0,0
4,2,1,0,5,5,3,4
71,61,47,35,12,5,14,7
40,31,24,0,0,0,0,0
0,0,0,1,5,3,5,2
13,12,8,14,29,14,25,16
3,1,1,1,2,1,0,2
30,29,38,7,12,15,6,2
25,31,31,43,56,76,67,14
5,17,16,23,0,0,1,0
28,19,19,61,40,51,33,9
1,2,4,3,19,18,21,16
6,4,6,2,4,1,6,6
18,14,11,67,2,2,2,0
64,49,79,33,7,10,8,2
0,2,2,0,1,3,0,6
28,21,28,2,7,3,5,1
1,1,1,0,8,7,7,12
32,21,30,49,5,14,5,0
1,0,1,1,25,21,19,10
7,4,4,0,0,0,0,0
8,7,10,12,14,7,14,1
3,2,5,1,0,0,0,0
24,15,12,11,22,24,14,16
30,28,35,33,0,0,0,0
16,10,19,6,1,1,1,2
0,0,0,0,6,5,4,7
0,0,0,0,10,12,7,14
0,2,0,0,9,13,19,92
133,123,119,57,0,0,0,0
6,7,6,3,35,45,42,34
5,7,8,8,0,0,0,0
29,30,18,34,13,10,18,11
22,35,23,48,3,7,4,5
4,5,5,4,6,1,7,16
5,0,1,3,24,21,23,27
1,1,5,0,33,34,39,64
2,2,0,0,0,0,0,0
7,15,10,1,19,13,9,4
0,1,1,1,0,0,0,0
78,79,110,30,0,0,0,0
18,12,16,9,2,3,3,0
1,2,4,1,9,8,5,1
0,1,1,0,0,1,3,0
60,44,46,26,0,0,0,0
32,35,34,51,37,28,35,83
28,20,24,31,0,2,1,3
0,0,0,0,25,21,28,75
1,3,0,1,10,13,20,20
12,9,9,0,33,28,47,110
16,25,15,2,48,52,42,9
11,18,11,2,5,5,12,16
11,6,9,37,49,46,45,79
8,10,3,7,1,0,2,0
18,16,18,20,1,0,0,0
0,0,0,0,0,1,0,0
30,16,18,1,3,1,4,0
23,37,32,20,7,11,12,24
0,0,0,0,2,0,0,0
1,2,4,0,0,0,0,0
46,51,46,60,25,17,27,8
28,31,38,57,55,50,54,40
9,3,5,3,10,14,10,4
6,7,4,3,0,0,0,0
4,7,3,2,59,78,66,82
14,14,18,20,12,11,13,8
33,28,43,51,1,1,0,5
18,15,10,6,19,19,23,17
2,1,3,1,2,1,1,2
11,7,8,3,0,0,0,0
4,7,6,2,28,19,28,47
0,0,0,0,0,0,0,0
1,4,4,0,0,0,0,2
14,24,16,22,25,22,37,33
23,28,22,2,53,40,62,32
4,1,4,5,0,0,0,0
0,0,0,0,32,41,37,35
0,1,0,0,0,0,1,0
65,71,78,12,43,30,40,12
14,11,15,4,23,31,20,22
3,18,10,13,0,0,0,0
12,22,10,6,6,16,14,8
9,2,7,2,53,41,53,15
46,32,45,79,14,8,11,12
0,0,0,1,43,50,36,25
0,0,1,2,16,13,15,0
3,3,5,0,22,29,16,21
12,15,14,12,6,12,5,10
1,5,3,5,6,7,9,12
3,5,5,7,4,2,0,0
37,45,19,26,12,13,17,34
0,1,0,1,19,10,14,34
4,2,5,1,2,0,0,3
0,0,0,0,16,26,12,8
10,7,12,7,1,0,0,0
31,19,13,71,3,3,4,2
1,1,1,3,11,6,12,17
0,0,0,0,20,20,23,6
20,12,10,4,15,23,23,6
0,0,0,0,30,35,37,9
10,8,2,20,1,1,1,0
0,0,0,0,0,1,1,0
27,25,29,19,58,61,55,191
19,23,17,15,0,1,0,0
0,0,0,0,4,3,2,1
3,1,0,0,2,4,6,6
6,14,10,9,3,4,5,0
0,0,0,0,34,25,36,52
29,41,21,28,19,8,20,23
18,14,9,18,27,27,21,31
4,3,4,0,12,7,14,17
42,45,51,25,4,0,0,5
7,4,6,2,3,0,2,0
0,0,0,0,1,3,4,2
9,4,3,8,19,32,27,55
1,8,6,9,14,14,13,23
42,36,51,103,24,33,22,25
77,86,76,33,5,5,4,4
0,0,0,0,9,6,6,2
20,10,26,43,1,0,0,0
95,109,72,13,3,8,2,5
7,9,8,10,13,17,8,9
126,171,122,99,7,21,14,6
0,0,1,0,12,18,10,4
0,0,0,0,26,17,24,10
1,4,3,2,0,1,0,0
2,3,3,2,45,50,48,15
9,9,6,3,15,7,8,9
5,5,7,0,58,54,56,29
17,20,9,25,0,0,0,0
5,4,4,6,0,0,0,0
100,87,117,75,5,9,4,2
0,0,4,0,5,1,2,0
14,13,22,7,18,25,23,27
0,0,0,0,27,39,41,12
4,7,6,2,0,2,2,0
2,0,0,0,3,2,0,0
0,0,0,0,3,11,8,4
4,3,3,3,13,13,8,6
22,24,32,11,24,11,16,51
0,0,0,0,10,6,2,10
0,0,0,0,23,27,20,17
17,15,12,3,1,0,0,0
4,9,10,3,28,43,35,5
0,0,0,0,9,14,9,9
0,0,0,0,11,12,13,3
1,3,4,1,5,7,7,4
27,20,25,20,8,10,8,9
1,0,0,0,1,1,0,1
34,33,24,79,2,0,0,0
4,7,4,0,0,0,0,0
2,3,3,8,12,16,10,5
3,1,6,2,3,2,0,0
22,17,26,8,0,0,0,0
0,0,0,0,14,5,6,21
0,0,2,0,9,5,6,1
0,0,0,0,16,21,21,10
21,29,29,49,3,6,7,3
22,27,31,117,0,0,0,0
0,0,0,0,6,8,6,4
3,0,2,0,5,7,9,2
43,59,58,47,7,6,11,3
18,10,12,5,3,1,4,8
0,0,0,0,0,0,0,0
26,49,30,22,4,2,4,3
1,6,1,0,0,0,0,0
6,6,7,5,36,39,43,52
0,0,0,0,15,21,17,7
7,6,9,20,8,2,5,8
24,34,9,26,4,1,5,3
27,17,17,14,18,22,24,36
37,50,39,34,9,7,11,10
25,31,29,23,46,41,45,43
62,70,44,104,0,0,0,0
0,0,0,0,19,9,12,26
0,0,0,0,8,10,3,0
5,6,7,9,1,8,6,13
0,0,1,0,19,35,25,62
75,88,81,10,0,0,0,0
44,37,51,2,2,3,6,18
4,2,3,10,5,7,4,38
8,8,13,37,3,4,4,1
32,32,23,21,7,10,8,6
1,4,5,0,0,1,1,0
0,3,1,4,4,3,0,5
14,11,11,15,14,11,12,12
1,0,0,0,54,69,63,40
0,0,0,0,8,14,12,11
35,55,39,14,50,56,58,26
12,17,13,0,1,0,1,0
17,11,19,32,3,0,0,1
0,0,0,0,0,0,0,0
5,7,7,0,48,21,47,51
2,4,3,3,32,27,24,58
14,14,17,25,0,0,0,0
2,1,1,0,20,15,21,21
30,44,28,36,1,3,1,1
0,0,0,0,8,4,7,6
1,2,0,3,26,41,44,36
0,0,0,1,8,3,14,5
0,4,1,0,22,12,16,22
0,0,0,0,48,43,59,68
0,2,0,1,5,12,13,11
0,1,0,1,34,45,47,1
20,16,13,15,0,0,0,0
1,0,1,0,4,2,3,3
1,0,1,0,68,67,65,60
0,0,0,0,4,4,8,1
0,0,0,0,16,23,13,16
27,21,23,33,4,12,1,7
