repl1_before,repl1_after,repl2_before,repl2_after
6,8,6,15
24,14,16,21
25,36,29,31
8,8,9,8
7,8,14,21
13,16,11,29
16,16,15,9
2,3,2,3
4,7,5,7
10,18,15,7
4,3,1,4
4,1,4,1
18,8,11,30
6,5,9,3
23,26,23,9
14,13,17,22
12,9,19,31
6,14,4,1
19,23,19,18
42,40,41,31
18,11,18,22
27,24,24,17
7,10,3,11
19,26,20,11
51,45,58,19
32,45,49,16
21,15,16,10
11,33,9,13
18,24,6,18
12,8,6,10
7,8,4,11
37,33,29,11
42,41,36,29
25,25,22,20
20,5,19,9
44,12,31,7
6,10,4,3
6,2,10,4
8,13,2,9
25,18,20,16
6,3,7,9
11,9,6,5
11,10,10,2
19,16,11,4
8,7,2,5
13,36,9,20
10,2,5,12
23,10,17,8
29,35,38,45
16,10,9,4
38,11,27,34
18,31,30,23
25,22,30,13
12,12,16,12
13,5,20,14
36,24,31,15
13,20,19,25
26,7,17,9
14,14,9,12
14,9,23,42
9,10,10,28
14,10,6,24
10,18,13,17
5,14,9,4
22,36,31,26
9,18,17,3
17,10,9,21
5,6,10,19
17,12,19,11
16,7,21,16
19,34,16,9
13,9,19,10
10,18,15,9
21,20,26,57
24,21,11,32
5,4,8,6
2,7,8,3
13,17,18,18
6,8,9,7
24,21,15,23
25,20,21,11
20,5,7,3
35,17,25,8
27,27,9,28
15,14,14,7
4,2,5,4
10,7,11,2
17,8,15,7
14,17,11,11
9,11,4,2
10,6,4,2
27,52,34,39
23,10,9,12
25,54,25,29
8,7,16,7
4,9,11,10
21,13,30,8
6,4,2,2
15,5,9,25
24,16,15,36
13,8,10,11
4,7,17,4
9,13,7,1
12,8,18,13
8,16,8,5
3,9,4,12
23,4,21,20
34,31,29,19
5,3,7,9
38,46,33,38
18,24,19,42
18,14,25,22
26,58,26,18
4,4,3,1
17,8,8,12
38,39,27,92
16,16,14,30
8,11,14,6
13,8,26,25
14,27,17,34
28,13,26,29
9,10,13,3
5,8,4,13
12,10,14,16
0,9,6,4
34,62,29,76
14,13,7,9
13,14,14,19
20,16,24,23
25,41,28,20
6,0,6,4
5,8,11,12
6,16,16,0
9,4,11,4
7,9,8,8
7,8,8,7
7,9,9,7
4,9,10,11
19,20,26,18
8,2,7,17
10,8,13,30
13,18,21,9
24,12,22,17
19,14,18,12
7,6,12,10
8,1,19,9
9,21,9,5
17,9,9,8
12,16,11,8
16,15,20,16
10,10,19,15
6,1,17,6
13,8,11,26
12,12,24,9
23,18,29,39
13,15,6,3
19,22,22,38
30,17,22,20
12,16,21,24
10,13,14,20
6,0,12,1
17,11,17,13
4,8,3,0
22,16,19,15
13,6,11,8
36,56,34,43
13,32,15,11
35,28,25,29
35,37,29,37
19,26,35,24
23,27,20,6
14,20,5,6
19,13,10,11
18,24,29,33
9,9,8,9
4,6,6,11
29,29,28,15
33,24,36,23
8,9,15,9
16,3,9,16
33,30,29,56
0,3,1,1
8,6,5,6
23,24,9,16
9,11,11,10
18,28,21,12
13,30,14,7
27,14,33,38
24,19,26,41
15,16,16,11
16,10,16,11
12,8,9,2
47,25,36,39
31,44,50,33
10,11,17,20
16,24,7,8
8,3,12,13
20,22,15,10
20,30,26,24
8,12,7,3
14,10,12,16
18,15,21,4
7,4,7,4
4,3,5,9
89,128,76,60
16,5,6,12
2,4,8,2
9,4,18,8
10,10,5,7
31,18,47,55
4,5,8,7
24,10,20,20
3,8,5,5
18,29,18,45
10,8,4,17
15,15,15,5
21,12,28,27
27,24,32,11
35,39,28,25
26,32,29,27
17,9,18,2
21,20,18,19
43,40,38,47
22,9,22,22
15,12,9,7
14,19,7,5
8,22,6,7
10,8,12,7
22,27,26,24
8,1,13,8
13,38,14,22
7,5,8,6
13,6,16,8
12,10,8,6
20,38,16,49
13,13,14,14
4,2,10,6
6,13,14,8
18,10,19,9
22,12,14,23
5,8,3,5
6,3,15,11
3,15,6,4
4,20,9,5
10,2,13,10
1,16,11,7
51,51,53,14
2,19,7,8
15,30,22,11
7,16,13,13
14,19,15,17
24,12,22,12
16,8,14,19
8,4,8,9
7,17,6,14
18,11,12,16
9,10,17,18
19,16,20,25
32,82,34,17
13,27,14,17
13,11,14,14
11,31,24,16
29,14,17,19
29,8,23,10
11,12,13,11
29,26,36,13
3,5,13,7
17,6,15,20
8,6,9,11
21,9,27,41
31,27,26,30
30,30,30,20
21,28,19,31
10,20,5,12
12,17,13,19
12,9,7,3
15,5,14,16
3,0,3,8
6,3,1,4
5,2,2,6
2,9,7,13
6,9,9,5
24,7,27,10
37,22,30,25
12,21,13,19
37,31,43,15
6,7,10,4
17,22,16,18
12,21,16,12
16,23,32,25
5,12,8,5
13,11,14,11
24,4,16,3
14,4,6,5
28,21,12,24
8,6,11,9
13,9,9,14
1,1,3,1
5,7,11,24
16,8,12,21
22,45,21,30
8,4,6,7
3,2,4,4
11,13,7,9
6,3,4,11
13,9,6,19
1,3,4,5
6,1,0,9
11,14,13,13
19,8,19,35
32,30,33,14
18,26,31,64
17,12,11,6
8,2,11,16
11,9,15,12
3,1,3,18
8,2,8,6
8,6,6,1
34,36,30,24
2,11,10,8
14,8,8,12
24,36,28,15
9,27,13,19
24,20,27,23
8,9,9,5
34,11,21,13
11,31,17,45
5,3,8,3
4,1,5,4
18,9,15,3
30,19,29,60
32,13,25,29
19,8,22,23
13,3,9,7
9,6,19,28
8,20,15,28
17,57,31,21
31,39,31,23
18,11,19,13
13,5,14,15
21,9,15,25
18,7,29,27
9,15,5,9
20,5,15,16
49,59,54,23
15,5,19,11
24,31,20,13
8,2,2,1
17,4,14,18
28,18,23,28
16,18,23,17
17,21,13,14
8,4,8,7
19,16,28,16
12,12,19,13
12,11,12,12
21,17,24,8
16,7,17,10
9,9,11,28
7,0,8,11
14,14,9,15
8,7,11,7
10,13,14,14
5,10,23,16
4,5,11,11
17,4,18,15
16,11,23,24
7,4,4,5
19,23,17,9
18,16,16,5
25,19,20,28
20,4,24,9
6,8,5,3
5,11,11,5
16,15,12,19
28,27,24,32
9,4,5,7
28,27,24,34
32,33,24,54
22,14,23,20
15,10,26,39
11,7,2,8
23,20,15,4
15,30,19,39
11,7,7,10
32,26,18,7
14,13,13,15
9,5,11,16
43,30,38,62
8,4,7,2
12,20,14,10
7,16,15,17
32,22,19,48
40,20,32,35
46,21,33,24
11,7,16,13
21,8,21,16
26,20,18,16
17,4,17,11
33,22,33,61
20,17,19,6
21,12,29,9
15,12,14,22
12,7,20,12
3,6,14,6
8,21,11,7
16,13,17,21
17,20,11,15
9,9,10,4
43,37,54,41
10,16,7,15
4,12,10,6
13,8,9,14
24,9,17,40
10,3,14,18
10,9,22,3
38,21,42,57
3,4,3,1
27,28,29,33
15,17,13,14
15,35,11,44
8,12,9,11
8,6,14,14
12,9,12,6
8,10,6,5
32,30,29,20
41,63,24,63
5,1,5,4
15,18,21,8
33,19,24,24
5,11,9,9
8,4,8,8
26,28,23,40
32,19,46,11
2,11,4,12
1,5,8,7
10,19,15,14
3,1,1,2
14,25,22,27
25,34,25,28
11,10,7,11
20,15,23,14
6,7,7,6
13,9,16,9
20,29,15,12
54,43,51,92
28,28,32,47
13,21,14,8
14,3,6,13
16,24,18,26
10,13,18,23
11,11,4,6
10,10,11,6
23,19,16,17
41,30,33,45
31,19,37,49
7,17,12,23
51,63,43,82
13,5,13,9
36,43,37,26
5,4,4,2
12,6,19,9
18,11,17,30
6,6,5,4
17,17,21,7
15,19,16,8
15,4,13,7
9,12,13,10
18,21,28,12
4,7,4,7
30,18,19,24
16,15,13,20
37,28,24,13
20,4,23,12
18,6,14,14
7,10,15,10
10,4,8,15
15,11,9,3
15,22,15,21
18,17,26,49
6,1,4,5
19,17,17,21
14,10,12,12
4,19,6,2
8,18,10,4
18,26,13,10
13,14,12,7
26,12,29,49
15,26,10,8
30,25,34,20
8,10,6,14
5,3,6,10
3,1,0,0
4,13,6,9
10,17,13,18
7,0,20,8
30,63,19,17
38,32,14,34
3,2,1,0
5,2,2,5
18,15,20,41
10,13,11,10
13,18,9,15
33,53,22,27
13,12,12,29
10,24,11,6
4,0,3,5
4,4,4,4
6,13,11,27
7,3,3,0
22,37,21,34
12,18,16,26
2,1,5,4
7,14,12,15
2,2,0,1
15,6,6,3
10,16,15,17
4,9,5,8
6,5,6,7
6,2,9,12
6,13,10,18
3,4,1,4
6,7,6,10
18,12,26,23
7,5,12,11
23,13,28,7
8,13,10,27
56,37,52,95
22,11,29,19
6,3,12,12
25,45,17,20
7,1,5,8
11,9,14,14
28,26,21,41
6,6,12,8
48,59,46,39
19,40,19,22
7,4,4,3
25,18,18,30
11,23,12,11
8,8,7,10
17,19,23,15
25,29,34,43
15,9,9,8
27,14,25,13
3,0,4,6
12,6,2,4
17,22,14,44
20,19,13,21
12,14,8,8
1,6,6,3
28,20,25,22
25,20,31,39
18,5,10,22
13,6,9,2
14,30,23,16
11,25,10,13
18,29,19,20
29,8,29,39
13,13,12,12
2,2,3,5
26,21,20,15
0,5,3,12
13,11,15,4
13,3,13,7
17,19,18,14
6,9,12,3
16,27,17,14
54,71,46,36
25,27,17,24
12,10,19,24
17,18,10,17
7,5,11,6
14,15,7,7
18,21,13,27
5,8,5,5
24,15,27,13
18,20,17,14
28,27,10,22
11,16,22,16
29,48,36,24
15,20,14,16
28,14,38,12
45,42,33,38
30,35,24,4
4,8,4,2
31,39,24,11
10,5,19,25
13,6,16,3
21,46,19,12
15,16,18,22
21,13,19,22
14,23,11,18
51,58,46,16
27,33,32,49
21,9,24,17
17,13,7,20
49,33,33,11
27,47,36,48
44,55,39,16
19,27,14,7
19,1,3,9
11,6,9,11
12,16,31,20
23,32,17,53
7,3,16,2
21,22,14,24
38,58,38,32
23,17,24,17
28,37,27,29
13,7,16,20
14,8,18,30
8,2,7,6
19,34,30,24
24,21,15,21
19,19,8,28
2,0,0,0
5,2,4,10
6,4,4,1
1,4,2,9
8,9,6,4
12,7,6,13
10,16,16,28
17,7,13,8
1,4,8,6
10,25,12,13
10,8,6,6
2,3,7,3
8,9,2,4
12,8,4,7
3,3,4,10
8,6,13,12
40,30,41,27
13,28,17,29
13,11,11,14
16,31,15,3
8,14,13,12
10,13,20,11
26,21,33,33
28,26,23,25
15,17,13,13
22,26,16,26
11,15,11,3
16,32,17,9
13,50,31,22
17,22,14,11
10,3,4,4
10,5,13,19
10,6,4,4
13,17,15,18
12,15,7,9
5,2,1,1
13,17,19,20
14,30,22,11
25,11,14,15
17,26,17,10
3,0,5,5
6,4,3,4
13,7,16,18
13,24,11,13
25,19,30,30
32,37,38,51
26,36,14,33
9,15,11,11
3,5,3,4
10,7,8,9
18,3,8,15
20,9,18,31
13,47,34,22
12,7,5,13
2,1,3,4
5,4,12,1
12,23,27,10
20,16,21,17
14,27,14,11
10,8,12,3
11,19,17,3
14,17,17,26
17,8,11,12
14,32,16,36
14,9,21,13
9,5,15,29
13,11,8,14
9,18,10,6
12,15,14,12
34,10,32,27
22,27,21,23
9,14,13,16
56,56,57,103
17,12,11,5
15,29,12,19
20,15,16,20
31,45,45,62
20,12,19,14
10,8,14,13
34,18,25,48
34,82,49,40
35,24,34,71
6,9,4,8
26,28,22,10
30,26,23,53
7,0,4,5
13,3,5,4
10,11,15,20
24,16,19,22
16,33,16,2
4,6,3,7
6,14,8,3
3,4,3,5
7,2,4,12
28,35,19,37
29,9,43,19
20,28,16,29
14,12,20,31
13,16,19,18
14,10,17,34
9,6,13,9
8,4,9,4
15,24,17,10
16,9,19,24
6,6,3,5
4,5,5,1
17,34,29,28
7,4,10,3
15,29,13,11
11,2,8,17
18,14,18,27
7,14,19,15
4,6,6,1
11,19,12,9
6,15,14,8
8,4,16,4
9,11,8,14
2,8,4,3
8,5,7,9
14,10,14,9
10,15,17,2
10,7,23,16
7,11,13,4
15,14,18,6
20,10,25,14
13,14,14,9
8,12,3,3
6,8,8,5
13,21,11,6
18,14,15,9
11,13,8,26
6,9,4,8
4,2,4,0
4,5,9,9
9,18,8,3
3,4,5,8
7,10,5,8
6,22,10,22
8,16,8,18
12,11,11,17
6,11,4,3
19,19,12,3
18,3,13,11
19,24,22,11
7,3,8,2
19,14,25,14
13,7,17,15
8,8,8,10
24,17,22,14
14,11,12,17
35,36,24,22
29,30,18,9
20,26,28,25
28,5,20,10
8,15,5,5
7,8,10,9
37,74,31,47
0,4,0,0
14,19,19,23
16,7,7,17
17,7,19,11
12,10,14,34
17,21,14,13
42,55,31,15
16,15,16,17
13,11,12,5
14,8,6,2
21,13,19,38
12,23,11,18
8,4,23,5
33,17,16,18
10,30,16,7
13,5,16,4
23,25,32,60
9,9,5,7
28,25,23,25
11,3,11,5
6,3,5,6
17,7,16,11
8,14,6,14
8,3,3,4
7,0,5,21
10,13,9,7
14,12,17,27
12,30,11,4
33,34,29,34
18,24,29,22
18,22,29,10
24,45,20,54
16,21,25,23
7,13,8,7
15,10,13,5
51,8,40,18
14,6,15,14
17,16,18,36
5,16,12,4
16,25,21,17
16,27,10,8
12,17,20,15
5,5,2,8
10,6,6,6
37,46,38,35
13,15,7,19
8,12,12,18
8,42,15,9
5,9,6,11
7,7,6,3
9,2,15,6
28,107,27,21
17,9,24,18
18,22,14,27
24,18,36,20
25,37,24,28
25,47,9,33
13,10,21,27
5,3,5,3
10,19,18,3
60,25,40,54
21,15,37,31
17,16,14,22
15,12,16,16
7,10,4,2
30,15,15,22
16,13,18,4
9,11,17,27
21,20,7,11
26,14,32,29
11,10,10,12
7,4,5,3
3,2,7,6
14,11,13,1
14,2,11,20
20,27,27,18
31,20,24,25
26,25,16,19
20,6,14,10
28,28,27,16
41,71,36,43
17,25,19,43
11,10,10,23
8,15,2,3
6,5,6,7
24,13,35,23
26,20,15,18
8,10,5,4
7,10,13,7
4,4,9,4
9,44,21,17
3,6,1,1
27,18,5,12
11,15,16,21
20,50,16,23
5,0,9,15
4,1,2,1
2,2,6,5
5,6,10,18
16,27,14,18
13,8,28,19
10,14,18,26
22,25,14,18
17,21,21,9
9,22,7,19
7,4,9,7
27,37,21,35
8,5,5,4
26,20,22,18
14,12,8,8
19,13,23,21
11,7,9,2
4,5,7,6
19,12,11,18
37,43,45,6
35,8,20,70
6,10,9,11
13,22,12,14
7,5,8,1
7,7,15,7
12,13,9,11
25,12,21,4
16,14,12,11
16,19,24,28
13,11,11,18
16,32,12,14
48,38,43,48
0,0,7,2
45,28,31,35
1,1,1,5
39,17,38,29
36,9,23,13
17,8,16,27
14,11,17,14
26,29,38,22
6,14,8,15
21,9,23,10
11,22,12,4
25,27,25,26
20,30,24,38
3,17,6,7
17,23,13,5
9,5,12,14
22,23,21,16
22,15,12,21
36,38,31,39
20,10,12,5
14,20,11,12
6,1,9,3
13,16,9,4
10,3,12,5
11,17,7,15
10,4,12,9
9,1,4,2
23,13,12,19
22,15,18,2
10,3,14,6
15,9,18,8
26,9,18,29
4,1,13,5
8,26,15,8
11,21,15,17
17,10,11,28
7,6,11,20
5,15,11,4
25,22,23,26
33,44,45,62
16,12,15,19
26,13,27,29
16,4,11,13
17,18,16,42
20,19,19,36
8,13,8,9
25,17,25,54
44,67,37,24
54,62,40,44
22,34,26,1
23,12,19,29
15,11,10,20
4,1,5,5
11,3,7,7
18,36,12,10
5,4,9,7
10,9,8,8
9,6,5,7
33,42,40,30
22,4,24,14
14,5,14,25
8,18,13,15
31,31,26,48
6,14,8,3
15,6,21,22
13,6,14,21
15,11,7,9
6,2,11,8
22,83,23,22
16,10,14,5
6,6,10,2
7,12,6,2
13,2,10,9
17,28,26,25
11,4,8,8
11,2,11,3
12,11,8,20
14,7,21,23
16,5,26,16
16,38,27,26
10,15,15,12
9,6,13,10
9,10,11,14
5,2,7,8
5,3,8,8
9,4,7,9
8,11,13,2
9,8,5,1
7,12,14,24
14,2,12,13
1,3,7,3
20,15,5,25
18,22,14,14
40,97,39,59
6,4,10,7
6,19,12,16
8,17,15,18
2,4,4,9
8,15,6,4
22,30,25,24
4,1,8,4
23,5,10,12
7,5,4,3
21,18,18,18
8,6,6,14
15,21,24,40
2,1,3,2
11,8,14,5
38,42,44,51
22,5,19,19
6,3,11,14
26,20,20,6
9,4,9,5
10,9,10,4
5,6,1,0
6,11,6,11
8,9,2,10
6,3,1,4
22,22,16,17
19,11,10,6
20,21,23,12
8,14,6,4
8,15,14,15
31,35,26,8
6,5,5,6
17,5,15,3
1,3,3,7
6,4,11,5
34,51,33,33
10,19,16,4
21,10,29,16
31,47,22,21
12,15,4,10
12,44,18,35
11,13,7,3
40,35,39,47
13,12,23,10
11,4,9,7
13,9,8,7
3,6,5,7
20,17,13,15
14,5,20,4
28,15,35,26
8,7,8,6
15,5,5,14
9,11,10,3
6,9,14,17
11,24,17,5
6,6,6,9
26,5,20,7
8,5,3,5
16,1,18,21
23,22,16,13
9,8,1,0
21,10,16,15
22,17,14,11
6,4,2,5
18,9,15,11
6,14,8,15
14,23,18,13
10,2,5,4
5,24,11,7
23,44,18,31
9,4,3,5
1,2,5,1
7,7,5,4
6,4,4,2
9,30,18,24
22,35,32,34
17,19,23,34
17,35,19,2
19,23,18,19
23,25,28,37
42,36,30,20
26,11,39,35
6,4,3,5
8,17,15,34
54,65,56,34
67,73,54,43
9,14,12,13
9,8,16,26
10,8,9,28
18,25,12,17
5,7,13,0
28,11,26,36
24,36,20,22
7,15,8,4
6,5,14,12
14,7,2,13
7,3,16,24
14,1,16,14
15,9,16,17
9,18,18,17
18,4,21,20
12,14,12,11
3,7,5,4
4,14,6,16
9,2,10,10
2,6,4,1
9,8,12,27
6,8,5,8
19,21,16,13
24,29,21,22
16,29,9,5
30,34,27,18
14,25,13,9
18,8,11,11
9,5,6,10
3,12,2,2
29,26,36,57
23,24,27,27
25,21,16,20
10,19,18,3
19,20,8,13
15,31,19,22
13,10,10,14
20,21,27,16
22,18,26,11
19,44,18,14
16,8,22,6
23,24,29,26
12,9,16,5
18,32,34,40
34,19,39,19
6,2,13,6
9,6,12,11
12,11,14,19
9,14,14,13
7,8,7,10
17,23,23,14
38,17,37,41
31,26,20,15
14,23,12,25
28,13,20,21
16,10,20,12
11,20,20,19
9,15,12,13
37,39,42,45
23,16,19,27
5,3,3,1
30,51,43,51
21,6,22,17
14,3,22,12
8,12,11,16
15,22,10,10
21,9,15,34
16,27,20,8
24,18,19,38
10,16,7,12
9,13,1,4
7,6,12,13
14,11,26,26
15,18,20,12
8,6,13,11
26,16,23,15
31,26,18,27
20,9,18,13
10,6,8,4
38,85,50,50
14,12,7,9
54,60,42,38
13,23,12,24
12,29,10,6
12,31,18,16
19,31,18,41
15,32,13,25
18,19,37,54
32,26,21,8
21,17,22,45
29,6,30,30
10,25,11,9
3,8,4,8
18,15,12,4
4,8,11,18
18,13,13,18
4,17,11,10
4,1,7,5
5,11,14,10
21,38,30,20
17,8,16,16
8,12,14,8
10,8,10,9
19,35,29,35
17,23,17,18
16,12,14,20
17,5,6,5
23,15,13,13
1,5,4,3
2,1,4,14
9,4,8,9
1,10,6,4
16,10,17,8
7,9,5,9
6,0,5,4
10,12,9,15
8,3,4,0
17,13,17,12
2,2,4,1
1,3,7,7
24,39,38,20
10,24,16,28
6,1,7,3
35,35,25,27
42,18,32,53
25,14,19,17
26,12,22,35
13,18,13,12
19,17,27,31
16,6,14,3
21,19,24,15
22,19,32,15
29,13,16,11
9,18,15,42
20,11,11,5
19,19,15,8
30,37,32,34
19,42,12,10
28,14,30,28
19,15,19,13
8,12,4,0
4,3,11,7
12,11,11,10
16,9,15,7
15,5,8,30
14,18,25,13
6,4,10,2
18,10,17,10
22,37,24,10
12,16,24,8
29,63,17,42
2,7,5,9
25,15,25,23
16,13,20,13
13,22,12,10
18,9,23,7
15,42,19,17
19,34,15,24
27,18,13,16
29,29,44,14
42,28,36,53
25,48,34,61
6,7,10,12
26,37,37,26
19,32,16,12
6,2,9,2
10,4,12,8
10,21,13,51
21,16,8,8
13,11,20,30
12,20,12,14
24,26,18,10
29,5,20,23
15,19,8,4
3,4,9,13
20,9,26,13
12,2,25,27
16,4,20,32
22,11,26,13
16,8,12,11
7,5,6,12
18,20,19,23
8,14,4,6
10,14,6,9
7,3,11,12
12,31,18,16
4,2,5,6
3,4,4,0
8,6,13,17
5,5,4,14
17,11,7,11
18,5,5,10
14,12,19,5
16,15,13,11
13,11,24,6
22,38,28,12
2,6,8,5
24,14,28,22
11,27,14,7
16,11,15,36
4,2,5,4
21,49,45,7
4,6,6,8
5,7,7,5
8,12,12,10
5,11,10,1
10,10,15,16
64,101,71,71
16,23,16,17
49,116,43,29
49,39,47,24
10,20,4,12
12,12,16,8
24,56,35,40
25,24,29,50
40,27,31,22
17,11,13,17
37,53,44,25
21,11,12,8
27,30,38,42
12,9,5,2
11,14,14,4
14,15,25,28
20,24,29,23
24,2,21,23
28,35,34,18
12,14,5,7
5,5,1,2
4,4,5,7
23,27,19,37
44,43,23,15
26,2,19,9
9,2,6,15
6,11,4,8
18,17,15,6
29,19,23,25
19,51,14,29
31,21,30,30
14,8,6,7
7,6,11,4
21,23,13,14
21,10,20,15
28,25,22,34
14,12,19,25
12,3,15,3
16,6,11,16
19,26,26,17
16,6,12,15
19,5,14,4
21,6,14,11
12,12,10,10
20,9,19,32
22,48,21,22
20,24,11,12
25,23,39,20
7,20,8,15
25,15,19,18
25,34,22,26
24,20,28,19
4,2,3,5
11,11,11,9
20,59,24,49
34,46,38,42
7,10,11,9
6,14,7,3
8,13,13,3
6,17,15,11
18,20,14,11
12,14,13,28
14,9,10,16
27,25,32,29
6,10,7,1
13,12,8,20
31,37,33,33
18,15,25,21
10,14,7,7
7,7,6,18
23,18,25,25
8,4,5,2
5,5,7,13
24,35,20,42
8,15,12,13
34,40,29,29
28,24,22,43
25,21,27,15
17,18,22,10
20,20,37,18
57,61,69,34
35,62,15,26
12,9,8,20
28,16,23,31
12,23,10,22
18,22,24,19
12,20,11,24
7,9,7,5
4,2,6,8
29,25,17,35
45,15,34,78
22,15,12,12
16,12,21,30
16,12,23,13
36,34,19,34
3,5,5,5
18,16,14,21
15,21,25,35
5,1,4,11
32,25,23,30
39,26,44,52
9,10,14,17
8,7,13,16
8,8,12,0
24,52,34,49
36,22,29,25
2,3,4,12
11,7,11,12
24,22,8,11
5,3,8,7
3,5,2,0
15,13,11,7
20,26,13,9
10,4,8,12
19,21,9,12
16,10,14,8
15,23,17,11
3,7,8,7
7,10,5,2
29,21,42,24
26,22,19,19
12,16,18,9
7,19,3,9
7,2,5,4
7,10,4,2
13,8,7,6
4,17,7,1
14,9,14,20
24,9,24,30
22,14,18,28
30,11,28,16
14,7,8,8
11,11,6,7
6,7,6,6
6,9,6,11
15,15,22,21
16,6,10,8
22,20,22,19
20,36,19,14
19,41,17,28
9,9,5,14
23,35,28,4
31,27,20,32
2,2,1,0
11,5,12,11
5,7,12,3
6,6,9,5
21,7,16,8
15,17,10,16
29,46,14,12
31,22,26,24
25,25,29,26
10,2,9,6
25,27,22,15
25,6,34,14
13,11,20,16
15,14,18,30
6,13,5,3
19,26,15,29
6,7,10,10
12,4,10,11
2,8,11,8
5,4,5,2
9,12,8,6
8,10,7,22
23,16,26,22
4,7,6,14
9,15,17,7
5,9,4,3
8,40,9,15
9,5,8,11
15,25,17,23
24,18,21,7
35,20,24,15
22,21,22,17
12,14,14,6
28,18,12,17
19,22,16,19
22,16,19,9
2,10,5,8
36,30,33,20
34,7,27,50
9,12,13,14
32,30,25,6
14,15,16,5
19,13,9,12
11,17,19,11
24,22,19,16
37,32,26,21
6,14,21,10
59,40,58,69
47,25,44,30
5,2,0,1
23,8,17,25
7,8,3,2
15,21,19,43
22,17,23,19
22,20,23,45
12,9,17,7
5,5,9,2
18,20,19,6
10,4,7,16
44,42,27,42
28,17,31,27
31,27,25,48
24,16,20,19
24,29,26,27
21,7,23,33
37,14,37,56
41,21,52,49
10,7,9,7
30,31,30,18
17,12,32,18
21,17,27,21
28,49,23,20
39,68,31,24
14,13,12,9
14,14,25,17
22,22,13,18
22,14,25,19
9,11,5,18
57,68,70,46
25,17,34,25
17,15,24,13
7,5,7,8
8,4,8,3
15,14,17,19
19,6,15,10
29,18,23,32
3,5,4,3
16,21,23,10
13,10,11,13
14,14,19,11
10,17,10,4
29,20,47,32
14,13,15,6
13,19,11,7
47,34,35,28
30,21,34,33
34,27,30,38
16,11,16,5
23,22,9,29
27,10,25,18
17,23,18,29
21,15,14,27
10,20,13,9
3,4,2,0
6,3,8,1
18,16,19,17
18,14,14,9
30,29,24,18
15,15,29,6
9,5,14,10
36,26,23,26
27,19,18,23
25,19,12,9
35,23,29,20
21,27,18,32
17,7,13,6
18,29,22,3
17,5,19,25
5,6,6,10
12,3,3,1
27,34,23,3
36,54,46,38
24,32,23,13
18,10,13,10
9,11,19,17
14,18,15,17
51,33,37,22
1,1,3,5
12,14,19,11
67,89,70,73
24,17,27,12
18,17,16,16
23,17,16,14
11,7,17,12
23,17,17,14
9,5,6,3
37,24,41,31
10,9,15,19
43,21,28,31
19,13,20,22
6,3,8,3
23,14,12,7
12,4,9,20
24,18,11,17
20,21,12,9
6,12,14,18
28,24,17,9
2,3,2,1
17,11,20,21
7,7,9,17
15,14,15,9
16,11,8,13
18,8,13,13
12,5,13,18
14,4,9,1
10,6,2,6
16,25,20,16
18,22,23,17
20,10,11,15
18,11,29,11
10,12,14,11
13,7,42,22
11,4,7,2
14,13,17,10
4,3,7,17
16,21,19,16
3,1,9,2
8,8,8,11
7,0,5,5
16,8,12,14
1,2,4,2
10,3,8,10
7,2,3,3
6,4,5,0
20,8,17,23
20,18,20,7
21,9,21,15
21,12,22,31
10,9,9,8
3,14,4,9
1,5,6,4
22,28,43,19
11,6,6,11
28,25,25,34
14,8,7,5
6,7,10,3
10,10,17,11
11,11,13,5
30,18,18,28
10,24,10,24
14,4,7,13
21,5,18,30
27,35,29,37
32,9,20,14
13,20,10,18
19,9,19,6
9,6,10,0
34,20,25,22
15,9,12,21
22,16,20,21
11,8,6,12
26,15,11,8
29,18,22,17
33,41,13,20
16,13,14,10
12,4,8,18
9,9,12,7
22,22,19,12
8,6,12,9
9,9,12,10
8,5,6,8
7,20,17,16
8,11,8,3
8,11,8,9
29,25,38,17
28,35,16,23
8,4,5,2
11,7,15,9
13,7,14,10
62,95,55,88
7,11,11,10
2,3,5,11
10,7,7,16
10,10,6,17
31,41,17,29
39,36,36,46
8,20,7,12
9,14,13,3
21,25,21,8
4,6,8,7
6,23,13,23
11,0,2,2
9,11,7,8
14,8,8,15
7,4,6,11
10,14,15,7
12,14,11,11
27,33,18,8
22,26,18,27
21,21,16,7
27,27,24,15
4,4,8,1
10,5,7,10
12,11,15,5
17,19,20,16
10,6,5,4
26,15,21,4
20,21,17,14
34,55,18,28
15,43,14,16
18,38,18,24
32,51,44,30
9,9,7,2
16,41,16,27
53,65,41,47
10,12,11,1
52,57,53,52
14,22,13,9
10,7,7,11
21,21,17,11
11,7,7,10
11,13,24,29
22,23,15,27
13,14,29,62
20,14,21,26
24,66,15,12
10,16,5,7
36,51,36,44
23,14,28,55
14,17,10,11
39,30,43,50
4,9,7,8
6,12,9,8
20,19,22,7
3,2,11,5
2,7,5,2
8,9,10,11
6,0,1,1
27,10,20,20
24,21,19,48
21,16,23,17
20,44,30,42
4,4,1,2
24,19,19,5
28,35,26,29
34,13,27,25
19,11,13,15
15,16,14,21
26,21,18,8
6,10,11,1
11,16,11,12
15,9,5,2
38,37,44,28
47,30,29,47
33,12,28,32
12,22,12,7
18,13,19,19
19,27,16,29
13,1,8,8
3,2,2,2
4,9,2,7
7,12,8,10
28,22,17,14
10,10,5,7
10,6,11,14
4,1,11,13
56,20,42,41
14,18,13,24
38,55,38,16
23,17,41,32
9,17,11,9
20,13,15,19
7,3,5,9
8,6,8,12
16,22,25,24
13,25,19,50
7,6,12,9
9,6,7,7
