"sim1_repl1_before","sim1_repl1_after","sim1_repl2_before","sim1_repl2_after"
923,1010,1548,931
1873,3552,2522,1847
1352,2562,1763,1618
609,300,877,1032
1317,638,1394,702
4003,5744,5186,2603
1091,1059,940,1225
1145,1676,1180,2326
1159,1045,1975,1436
457,838,611,297
374,213,356,316
3140,5829,4155,8970
1094,262,1035,1229
2276,2113,2828,3260
1955,2331,1794,1374
2788,958,3985,3079
3079,3389,3736,8318
2309,3615,2337,1844
1859,1416,2427,6657
2392,1639,2725,4787
978,994,1297,1616
848,772,1146,733
2166,583,2618,2707
2166,2530,3116,5571
1070,1322,1245,1273
1399,3428,1708,1214
961,1357,1084,1486
2972,4605,3122,4135
927,1742,1207,461
1169,872,1438,1823
1605,1271,2422,3749
4653,5370,5652,4326
724,466,1142,856
2671,2641,2265,1675
3933,4092,4819,5154
715,736,1322,807
3116,2573,3291,3679
1004,1008,1034,671
1574,560,1507,1685
173,357,192,172
990,494,1084,1713
1027,388,1239,1606
1615,1346,1827,1104
2241,634,2819,2428
44,6,100,183
1498,1134,2584,2333
2314,3575,2950,1884
3618,3567,3828,4350
2110,4007,3304,4066
556,751,894,599
1026,939,800,1292
341,575,302,377
1391,1320,1133,1018
250,340,457,431
565,514,790,733
971,865,1259,1135
2572,1778,3047,3668
2731,4036,2777,3143
2947,6241,3800,3571
3186,5482,4028,7508
2821,3722,3590,3518
1108,1304,1458,1023
1701,3188,2291,2167
406,525,561,273
897,1754,1192,1447
1506,1193,2058,1218
1246,1007,1441,793
567,533,908,701
2046,1836,2458,2537
2414,2712,2733,1692
1649,2128,1441,1783
1656,1216,1602,1417
575,582,725,1435
769,757,738,1095
3365,6064,3336,6262
4798,8081,4752,4421
1744,1161,1363,3366
742,1221,1196,1268
2783,4141,2849,4782
2901,4329,3343,2526
873,710,993,1048
673,409,582,497
1579,1907,1586,2380
676,1035,954,1607
2191,4005,2436,2450
2526,5622,3214,1123
1173,1267,1602,1040
2139,3049,2551,4776
1264,1396,1647,1332
1762,1443,1945,2255
1628,1763,1961,3492
2202,1506,1888,2519
1527,1734,2037,2382
903,761,977,1022
2480,2599,3100,5331
1023,1944,1941,4441
293,436,381,470
2401,3144,1795,453
1899,2693,2082,3260
3292,5668,3787,3538
2279,2424,2182,2726
1427,1956,1571,2138
525,1163,579,882
3053,1245,3911,3222
516,605,853,546
2371,2374,2509,1858
1385,2134,1567,856
507,968,863,811
917,1118,1180,1481
1972,3677,2035,2344
1647,2581,1858,1111
3139,7621,4599,7830
464,584,648,725
603,1147,850,854
1825,3594,2646,3578
1390,997,1306,537
1322,2256,1772,1392
283,257,418,341
2411,1189,2324,2435
2541,5992,2622,1458
942,485,1431,1551
5403,3512,5948,6331
810,963,928,374
772,1753,833,860
776,1618,869,477
1816,5420,2249,2891
2484,6901,3262,5279
1109,2071,1098,984
599,369,714,368
969,1382,1198,1580
2177,1876,2660,2150
902,974,1240,1360
911,986,1253,1113
808,1301,1257,1576
764,291,1041,1693
749,304,797,898
2801,4781,3109,3569
331,465,497,654
1192,462,1860,1789
2012,3439,2383,1773
2932,1894,3091,3111
656,831,683,447
459,1033,637,424
2408,4234,2951,2665
221,301,396,290
1855,3091,2217,1170
2500,4122,2668,2321
1018,777,1245,1478
2523,4083,2897,4208
491,364,792,671
1101,1745,1552,1974
1560,4161,2334,1393
1560,2154,1820,1757
1648,2497,1943,1430
907,707,1274,1367
2839,4392,2852,5884
1474,2678,1373,1316
2995,2213,3137,2488
5694,4349,7110,7592
2324,2318,2755,5301
1071,1106,1179,1136
2197,4006,2658,2508
1449,693,2139,911
208,161,253,186
1745,2298,2252,3215
765,320,779,332
576,552,682,1164
1084,1883,1917,1115
1939,2202,2852,4119
2226,1534,3157,4597
2546,6684,3198,4842
1428,2266,2059,779
2370,1793,3117,2788
869,1297,832,659
1926,4789,2226,2824
2043,1131,2609,4320
691,1409,493,357
331,390,594,555
1278,2174,1400,1166
360,451,631,1311
2781,6645,3545,2687
1280,633,1607,1634
685,927,623,566
1571,1237,2096,1500
894,1371,1191,880
808,791,1149,1337
863,921,1351,832
1543,2532,2006,2403
343,440,354,534
2251,2917,2451,7224
1992,2498,2359,3547
1295,2085,1552,1910
841,1092,997,1998
2054,2704,2534,2307
3374,4921,4784,9349
1071,1092,1461,3974
732,955,767,407
1933,3354,2528,2399
1621,1929,1939,1957
475,643,982,1032
679,873,638,921
787,532,769,751
95,120,237,627
2236,2067,2985,2179
810,1585,1221,1973
1920,1751,2891,2940
625,465,857,899
335,391,687,407
750,655,1190,1343
1776,1052,2196,3551
1773,2179,2064,2934
1029,1909,1147,1633
1514,2894,1895,4028
2233,2137,2756,4884
609,895,706,782
193,220,298,279
264,506,243,316
4637,5277,5340,5982
2250,3486,2986,2246
2212,2985,2826,3514
692,849,1105,428
1239,1648,1472,1844
787,612,1217,610
1181,1052,1677,1868
1734,5947,2359,2429
2607,1808,3303,3550
300,309,419,178
1762,3493,1963,1356
486,286,653,535
526,844,428,975
400,539,806,980
601,513,876,1260
218,165,401,717
2138,999,2900,3031
938,1659,637,667
561,672,376,310
2360,3333,2486,1552
788,701,873,1583
2461,1377,2641,2360
1385,946,1994,4004
1246,830,1672,2337
1262,1538,1451,2088
1447,2889,1727,1345
1962,2693,2675,5910
3732,2263,3164,5256
1949,3850,1649,1083
3833,8054,4243,3309
1610,1059,1550,2018
1566,1881,1462,275
1224,1012,1320,2414
2337,3680,2405,1558
1986,3063,2202,2594
2111,2303,2571,2135
568,609,516,422
406,637,713,1111
2298,3414,3013,2517
472,237,337,376
2164,2040,2371,2284
994,1143,980,813
2379,5331,2534,2687
1608,723,2604,2646
3823,5890,4695,6097
957,1228,1247,1875
1345,1952,1911,1277
2116,2927,1824,1998
2037,1300,2368,3917
2148,3840,2155,3223
1763,870,2011,4049
2791,4709,2983,1529
2905,1665,3403,3598
267,239,291,530
5830,6292,7874,8953
2010,1130,2361,2226
2769,6358,3360,3608
2047,3608,2709,2383
1045,1021,1683,2083
4212,5062,4904,3086
724,1575,776,628
1419,1561,2562,1359
434,391,496,216
2434,1363,2624,3885
239,399,273,145
1013,2569,991,1675
1507,1375,1779,1072
2984,6362,3902,3092
1149,990,1539,1784
830,1245,1006,1714
2813,3037,3235,2639
1238,1079,1334,1160
530,580,750,1166
647,1065,901,1056
1603,925,1944,2021
1686,2667,2581,2618
2355,2090,2377,1905
708,1280,843,1300
1112,1520,1381,1517
1540,929,2105,2091
1913,1583,2139,1259
1872,608,3033,3790
2329,3165,2581,3526
2211,2995,2710,2267
1582,586,1937,2790
559,432,743,2026
2932,4708,3827,2335
2341,899,3201,3159
970,1046,1276,1832
1374,2423,1846,2585
1593,2455,2054,1703
1041,1892,1901,2645
2180,2901,2777,2859
400,731,500,496
1311,1058,1589,1424
685,1178,903,802
4888,1974,5783,6747
1236,578,1738,2631
1993,1721,2331,4494
3486,5976,4566,6223
1956,1921,3128,3249
2320,1611,2731,5577
2249,2670,2399,2562
1178,2364,1933,5592
2767,1241,2892,4046
553,546,787,552
1674,3786,1856,3095
2670,2930,3386,4190
720,1586,1182,1009
2410,1019,2842,1349
1065,1877,1480,578
3054,4541,3516,5945
1993,1243,2446,1967
1891,2249,2347,1423
902,1799,1032,955
1128,2032,1300,1323
2138,3491,2220,1301
3104,5536,3099,1337
2159,3462,2003,3874
2351,2732,3027,5554
2145,2728,2842,2207
781,450,936,953
1656,1092,1858,2864
3480,6708,4258,8677
548,806,894,393
2647,2459,3457,3145
1726,3683,1908,2802
1613,829,2855,3524
1529,2556,1770,1990
1144,292,1069,1344
3110,3943,4190,4237
299,373,307,514
2402,1432,3387,5040
533,447,654,1254
1925,1733,3187,4889
917,1141,1011,1022
2182,1840,2240,2318
2848,4526,3503,1109
1729,3702,2204,4048
1841,1344,2689,2675
3425,4852,4142,6111
1251,1263,1422,1551
1139,683,1076,2626
2249,557,2989,1069
1960,790,1852,2194
442,690,530,416
2363,3592,2609,4001
1152,1111,1922,1404
2086,3083,1862,1295
944,375,1016,1127
889,1322,1558,1228
1180,1904,1154,1183
818,320,1189,241
255,236,215,162
1893,2096,2191,1672
1295,343,1711,462
611,391,936,508
656,340,972,513
2186,1212,2761,730
3583,1409,4290,389
784,200,1111,265
189,20,132,126
461,298,753,241
2071,652,3186,2718
575,137,852,282
150,141,274,7
1056,485,1566,349
1241,554,1177,508
3384,3003,3866,2347
1608,671,1479,651
1986,1217,1652,1007
2131,999,2470,2293
1979,297,2369,720
3014,497,3472,2865
1291,405,1535,919
2417,669,2854,2111
2024,1006,2359,1688
1485,2343,1866,548
1239,638,1336,464
1025,1280,1217,971
1131,449,1662,1052
2186,994,2439,770
7476,9269,9556,4210
793,377,820,292
1651,771,1804,665
2645,1697,2781,1737
864,684,992,654
2414,499,2648,645
600,246,636,270
556,90,958,256
2522,696,2832,1419
1927,445,2014,2315
2246,524,2359,2566
1072,270,1477,1117
2226,658,2989,474
785,223,694,834
276,53,450,324
1706,1345,2858,2796
343,94,529,129
1153,66,1844,1210
1436,992,1627,557
2668,1288,3118,1709
1135,550,1379,979
597,420,730,374
939,470,1059,333
481,189,793,819
1123,2433,1129,2255
948,1268,1652,1105
1160,1587,2006,3527
1338,2036,1778,1224
1541,2781,2251,3867
1731,4588,3058,3098
5585,10595,5262,8439
840,1083,1380,1867
485,325,561,756
487,447,493,470
1514,1837,1801,3413
53,194,257,455
2124,3751,2121,1971
1191,1398,1312,1248
1631,650,1893,2699
1143,1022,1501,2010
1201,1754,1447,1697
1513,2551,1543,1946
1563,1575,2149,4109
610,377,569,127
1008,1836,987,2213
1598,844,1548,2510
2160,1777,2980,1055
3956,1203,4635,3238
474,232,564,1074
1078,1832,1346,680
320,714,421,230
4401,8292,5152,2743
922,1685,891,1078
2151,2101,2970,3921
341,586,593,921
1377,1410,1644,1878
215,231,233,202
527,519,827,796
1690,2193,2063,3019
1771,2134,1845,1791
2911,4533,3491,4443
1148,1542,1223,908
1069,665,1455,2553
768,529,1090,1429
1773,1235,2024,2121
552,794,653,632
1776,4306,2065,3265
4682,9239,6008,3283
2734,3786,2896,1381
671,319,785,570
792,535,874,1654
1171,1741,1493,1717
1945,2370,1861,1875
2870,4795,3256,2517
1848,2365,2009,2077
3050,3275,4378,4600
2608,3907,3030,3308
1749,853,1940,1475
1562,1855,2536,2606
2540,2363,2648,5351
1698,2394,2597,2343
3382,2457,4283,4819
2869,1695,3468,4888
2172,1971,2739,7731
562,669,621,1062
640,1194,720,1662
2452,2296,3617,3864
1248,2547,1498,1407
271,475,372,166
1144,926,1589,3335
3462,3895,3472,3782
410,758,634,705
4984,3661,5225,6568
2756,1751,3481,7643
1806,4299,2838,3521
5108,8319,5892,8556
1007,554,1679,4281
1310,1332,1447,1346
1574,1639,2359,3375
3086,3228,3908,2488
2391,817,2948,1752
1330,1563,1621,1860
1268,2114,1325,974
979,290,1178,904
3299,6951,4091,4756
290,381,411,547
2255,2907,3296,3992
983,914,987,1711
1279,1523,1192,2056
3453,1725,4226,2171
3038,2751,3692,2473
611,590,873,513
737,512,1019,616
3164,2603,3825,5223
607,642,1301,916
2083,2123,2102,3543
778,1357,1131,1864
2378,1641,3624,5543
2278,2273,2555,5124
2024,2680,2220,3315
1757,3303,2178,2753
2117,3753,2822,1245
1641,2319,2284,3434
765,1636,540,1416
1073,273,1318,1080
2210,2214,2782,1649
1793,3772,2520,1518
3679,2922,4341,6189
409,164,763,988
797,1495,714,1015
852,454,922,942
2001,1775,2636,869
811,940,810,616
808,1108,758,532
3016,2628,2720,6336
3391,1920,4708,4696
1211,1233,1683,2383
1799,883,2204,1315
1116,1876,1079,462
824,809,1255,1129
656,757,886,519
2438,2773,3302,4593
715,580,889,327
649,1046,1177,573
785,1032,798,934
4896,7383,6603,9383
918,955,1301,967
1165,993,1237,1951
506,507,671,855
3916,3712,5481,8550
1308,2346,1524,1163
1649,2839,1963,1511
918,1335,710,1099
919,1005,1067,1565
1288,2623,2046,1534
2925,2511,3989,4332
3137,5628,4067,7109
411,263,453,220
3882,3380,4592,5867
1290,1180,1939,2627
1712,2232,2610,2209
1713,797,2335,4517
1850,1412,1809,2224
1101,1468,1584,1662
410,556,389,965
2487,2914,2950,2148
2199,2823,2132,1254
1759,2756,1376,2215
2343,741,2812,5602
1386,2291,1605,1883
2736,2512,3169,1486
785,790,750,552
4381,3723,5193,5520
1426,1251,1514,1079
864,831,1531,2336
809,1848,809,681
748,651,762,1461
105,190,167,168
878,1141,1174,1360
1967,3780,1798,1847
1363,1562,1620,643
811,809,724,857
1642,2080,1340,2960
828,1254,946,946
720,800,1024,975
959,1182,951,397
1505,1196,1855,2738
1626,959,2121,3442
801,741,884,670
1140,2323,1640,2692
749,772,704,948
2318,1888,2866,2155
2203,4545,2716,3875
2665,4951,2918,1976
523,101,371,418
1154,1492,1391,1675
653,872,839,611
116,94,55,73
721,779,989,978
587,840,808,1530
1503,1499,1825,694
450,399,391,169
752,626,804,451
1721,3601,2283,4976
2191,2305,3127,3740
1217,920,1329,1816
2357,6229,2789,4795
201,197,418,238
2448,2918,2939,2931
1085,2637,1265,946
2660,4587,3393,8023
836,1920,996,755
1332,610,1895,1707
3672,3176,4585,10295
1636,1579,2314,1309
1332,1215,1766,1308
3193,2951,3647,2660
1034,992,1113,926
3280,4948,4259,7257
1077,2027,1339,1403
989,1159,1188,1061
1006,2362,1001,1094
3152,3163,3911,4082
1435,1018,1588,1284
871,315,1160,1161
685,799,1008,1013
1261,2178,1280,884
3635,1849,4082,2487
1479,732,1897,2666
2562,3617,3082,4074
1124,754,1208,2257
1102,1778,1312,1093
2267,4027,2387,1811
1366,1262,2149,2528
1611,1732,1931,1863
601,731,863,1145
2144,2088,1913,1244
483,422,427,261
545,911,770,726
1719,2513,1745,3273
1627,1542,1874,1654
1867,1800,1886,924
1874,1823,2565,3763
1193,2373,1855,991
3069,4925,4406,4496
1546,1192,1572,3668
4335,3301,4979,7443
465,685,457,353
1204,672,1367,1009
927,1331,947,744
297,259,460,490
1613,3573,1949,2770
936,1357,1189,1580
644,1242,940,529
2234,1882,3075,4280
1637,2161,1825,1429
1332,1395,1671,1357
1137,1769,1336,2111
698,791,1064,968
1568,3970,1881,1156
4142,5716,4533,10158
2818,2824,3580,6629
958,1044,1112,1141
1465,3349,1789,1419
644,792,1195,1886
916,947,1597,1879
2153,2403,2505,917
1482,647,2224,2006
2193,1133,2635,1152
2043,2902,2459,3223
607,533,1041,1540
578,352,750,321
655,859,581,833
503,678,525,598
1985,1874,2697,7805
274,203,535,944
2265,1566,2482,4463
1111,537,1711,2338
2035,1961,2195,2283
1275,1477,1980,3181
2022,2648,2259,4675
1689,1833,2150,2201
2192,1950,2536,1648
2705,2906,3377,2742
1876,2621,1905,3097
1620,2223,1793,2340
1476,866,1504,1626
532,549,564,849
1873,1657,1848,1810
2073,1312,2603,1898
862,1224,1158,2372
1672,2156,2351,3365
1323,546,1592,2620
1888,4370,2199,1511
1184,639,1578,1473
893,454,1005,927
2139,2858,2125,1554
1075,415,1156,2238
1658,2019,2175,3185
1783,3642,2154,3024
1583,1425,2339,4235
1478,1495,1889,2392
2379,6626,2774,5634
2425,4114,2533,3971
2380,4396,3018,3512
783,958,956,1688
1780,2433,1926,3349
205,513,281,255
5390,6128,7642,13012
587,1156,525,692
4569,4357,5126,5930
1091,785,1340,1805
1310,1447,1930,3510
592,732,672,664
844,810,1114,723
1103,1003,1342,2097
2819,2328,3601,2405
1765,692,2128,1442
1239,1156,1449,1748
1648,1531,2171,3440
1094,2872,1842,812
1688,2877,2070,2816
3187,7628,3304,3134
1799,3199,2483,1948
4307,2882,4975,4506
1235,1908,1563,3269
546,750,466,464
1794,1962,2913,1682
2217,2438,2754,2314
3689,8553,3672,2270
1113,1441,1677,2774
3264,6248,3408,2113
1821,1000,1986,3040
2852,4782,3981,3992
891,785,1203,946
1441,1041,1770,2447
1714,2888,1867,2771
1559,1078,2212,990
704,1062,562,596
955,411,842,2262
1300,2156,1456,1523
3696,2375,4081,3712
1555,407,1609,1092
2884,5605,3821,1162
2182,1800,2473,1887
1293,1223,1362,1661
1676,1106,2540,2730
3291,8085,3394,1137
2923,4118,3448,4106
2888,3406,2931,777
1012,496,1167,1207
271,579,328,79
640,948,899,1404
1155,1447,1261,1351
968,2146,941,352
1042,1530,1135,1456
1803,2021,2353,2564
1554,2175,1461,1800
1338,803,1239,1569
2157,4207,2494,3453
2270,1342,2989,3610
1557,980,1787,2484
772,1224,715,1196
976,2622,1214,2503
2968,5811,3349,5005
804,2443,1972,904
680,538,978,612
1746,2828,1813,1045
1052,2626,1079,800
1530,2402,2126,547
1180,811,1297,1759
518,634,727,906
1175,936,1424,1850
2707,5479,3855,4347
1753,1786,2595,3925
2743,1295,3780,5647
2749,3773,3554,5022
3473,5325,3320,4539
1575,2519,2046,1396
1912,3903,2312,3328
4292,4753,5323,2934
908,1089,980,1275
2217,5356,2951,2419
2671,1918,3475,3465
3031,3702,3611,3593
4200,3370,5270,7040
814,1170,1183,1744
3072,2731,3697,1386
889,1946,1389,2088
1418,1803,1759,1483
673,409,952,781
1144,2410,1804,1833
2625,2384,2707,3385
670,689,814,803
1521,1440,1649,609
1738,1207,1796,1004
3143,3272,3989,4938
408,394,535,433
538,664,457,491
1287,1445,1475,1669
864,765,1070,3241
243,263,537,1174
337,905,520,470
3889,3641,3781,2517
1025,1229,1523,1583
1208,719,1047,840
403,389,478,451
1944,3805,2715,2809
940,649,1623,1027
1913,2061,2396,2222
2275,2455,2498,3915
1137,1033,1282,1591
3014,2273,3886,4699
1408,1442,1345,1276
407,452,1038,1028
831,666,1081,1106
813,696,1372,2625
1031,2462,1204,888
1555,2069,1295,895
2827,2930,3818,5386
2502,2228,2187,2331
1037,595,1481,1563
710,633,668,876
1559,1711,2647,2514
2063,2018,2997,4166
821,933,916,1667
1739,1218,2004,1080
1574,1239,1625,2418
3699,7264,4120,7744
1430,2687,1840,1054
3359,4176,3441,3356
1128,2032,1039,1082
3834,5559,3743,2161
570,523,449,399
2533,6225,3072,1930
3443,3180,3934,3840
3632,2909,3269,5172
874,1211,883,1335
782,248,479,640
1694,1076,2059,1686
1411,1812,1562,332
1061,1877,1746,967
2159,3918,3003,1859
1058,984,1266,2503
1279,1164,1841,2386
2836,1569,3784,1702
498,644,369,273
1170,1105,2086,3467
3354,8777,4720,4882
2297,1995,2781,2660
265,729,613,396
1991,2298,2587,1422
2509,2592,2223,2736
275,266,343,503
1317,423,1979,2995
2582,2572,3243,2092
5875,7023,6717,10947
2993,4652,2286,3172
1668,2772,2252,2509
833,807,881,969
344,247,443,599
1151,1184,1182,1801
8228,5070,8696,3833
353,406,570,521
2582,4622,2676,2984
2271,1773,2530,3083
3579,2287,4228,7285
2213,2604,2487,4603
909,3396,882,624
3957,1896,4860,3637
1737,3232,2302,2252
1033,697,793,599
1228,1506,1720,2592
533,1496,393,586
2436,1360,3434,3949
1278,2414,1840,410
498,469,615,764
1066,802,1458,1938
907,891,1402,943
530,436,586,1036
2748,2399,2993,1766
2120,3102,2725,2554
627,642,926,2295
2083,1278,2797,1132
1732,3120,2051,2092
2178,4364,2754,2529
1581,3263,1829,2420
521,988,416,224
3316,1328,3667,4670
1368,757,1671,1548
1257,2605,1600,2237
963,824,998,411
740,616,1158,687
945,1912,913,1243
1838,1955,2751,3374
620,190,494,321
701,1118,946,1638
3119,715,4180,3899
1249,1692,1451,864
1510,1396,1428,604
3183,3283,3942,2745
160,219,340,400
860,1549,1019,1423
835,730,978,310
1418,1586,1392,1295
277,460,410,531
2712,3499,3409,4951
1118,2307,1330,1524
1361,841,1976,3719
1947,3475,2128,1452
1906,1452,1990,1662
501,156,532,658
1158,1935,2096,2820
326,402,382,566
3238,5823,3590,4837
465,484,655,358
1014,1123,1023,1476
3247,2551,4166,5534
1526,1234,1990,1830
400,168,417,223
2609,5399,3137,1260
773,1845,312,256
2061,2130,2349,1685
460,359,486,492
247,533,310,207
2339,2436,2173,2417
2059,1661,2048,2259
1464,1286,2013,3270
1618,1473,2273,3741
2478,2052,3093,2769
2510,1884,3091,2974
901,1411,1179,1260
492,783,626,1187
3927,5403,5366,2100
2446,3296,3038,2297
3426,2936,3841,1870
879,895,1224,1911
1333,611,1333,3084
4667,7580,5484,1638
1930,1455,2587,2746
2220,3573,2277,2447
1133,702,1399,1703
955,1573,1158,1134
2214,2772,2378,2483
4071,2319,5482,4465
583,1180,857,694
2859,772,3212,2911
1535,2146,2878,4187
837,671,610,481
999,706,1473,1844
2120,2062,2256,2502
4013,6178,4824,6475
2081,4120,2167,1579
1302,2013,1314,1699
775,767,795,814
1271,1561,2042,2681
518,672,451,277
2525,1562,2204,3118
1646,3572,1863,3503
378,557,601,1271
1483,2418,1980,2042
1540,1355,1972,3927
2217,3854,2627,1118
847,1742,1055,1674
2645,1648,3037,3275
917,1228,1347,1112
945,1245,1386,1203
1818,3633,1898,2952
1375,1495,1939,3692
2306,2707,2184,3213
2238,1730,2591,1751
2465,7899,3365,6117
1455,2788,1496,2104
1277,1579,1448,1577
1612,1480,2197,2362
1527,1618,2148,1659
3704,2208,4468,4523
994,720,1389,1016
914,1407,1029,966
448,950,669,517
455,632,750,969
1518,2546,1818,3368
2140,2961,3185,2639
1467,2849,1643,1668
440,252,591,544
1918,3250,2447,3279
2307,986,2532,3955
2654,4388,3425,3692
2423,3372,2727,982
515,856,605,660
561,1552,746,438
1435,688,1694,1597
693,1069,1236,802
3772,5186,4269,1925
2560,5341,3592,6508
588,830,542,268
831,873,1071,551
2410,4090,3230,2999
3808,6462,3916,4171
1858,2682,2446,3075
703,555,648,1002
1741,2932,1909,689
586,388,982,1524
919,1248,1313,2704
1561,1507,2336,2319
488,396,863,1389
605,322,929,823
852,1739,1497,1533
3482,2861,4213,3251
1887,2405,2417,2732
2274,3364,2844,3563
1650,3349,1773,2008
2780,3115,3400,5673
3164,2107,3390,2560
275,100,297,213
2270,1979,2745,4405
2730,4266,3179,5478
3019,2866,3589,2829
1303,662,1306,968
2709,2895,3853,6229
2289,2654,2553,3932
2327,2968,2793,1520
3636,4533,4213,4491
779,1100,917,1368
1051,610,1490,1355
1000,727,1089,635
1580,2852,1923,930
1916,2265,2422,2391
874,1412,1269,1692
3779,7169,4450,6474
263,493,387,254
1865,664,1875,6388
396,239,386,165
1945,1889,2252,625
2795,1194,3492,5030
337,607,452,329
299,257,537,267
2697,3489,3579,4042
1676,3070,2112,2724
1975,2300,2045,2000
2111,4741,2957,3551
887,932,1760,2690
3103,5892,3485,4043
1935,3618,2544,2028
1911,2097,2495,2550
1062,905,1373,1056
883,1110,1174,1175
1566,1987,1850,5616
2964,1251,3492,1178
1034,1242,1430,1526
3122,2437,3294,3268
2175,2292,2817,3798
1019,994,1296,1706
744,533,839,710
468,652,716,294
1431,572,1867,1361
692,1306,820,836
1870,2284,2405,4455
838,1302,920,1766
503,455,827,1027
631,353,1042,854
2233,4372,3598,5522
877,1101,1043,832
2120,1985,2576,3868
1305,1160,1536,1787
1107,1512,1539,1278
2994,4572,3742,6608
2652,5272,3441,3864
939,978,1087,560
872,1109,1066,802
2130,1989,2668,1954
1627,3643,2445,1898
402,333,937,481
2709,2915,3217,4782
1687,2446,1849,3492
350,316,359,320
1922,1930,2432,1758
1709,2031,1891,1660
2167,2041,2099,2537
1140,1402,1880,1820
1247,1278,1778,1863
2146,2944,2461,3873
766,1151,1074,902
975,1580,1436,1571
1361,2421,1869,1918
621,1044,675,698
1733,2851,2198,3016
1023,1068,1542,1163
757,795,980,1625
1657,1507,1865,2224
2258,1821,2400,2987
3202,2075,3456,8409
3972,3076,4591,6836
1058,1890,1189,1285
604,431,635,878
2075,2097,2365,2309
549,742,836,503
2272,2278,3097,4495
1266,2010,1832,2548
765,734,958,867
3439,3845,4540,3304
2022,2723,2398,1622
1368,1479,1086,1061
2207,1659,3198,5842
2016,3376,2712,2576
1124,751,1385,1534
3527,5043,4295,5856
4118,3155,5208,7520
